interactor	score
MSMP	0.406
MSMP	0.406
LPA	0.407
LPA	0.407
CTSL	0.407
CTSL	0.407
SIGLEC1	0.407
SIGLEC1	0.407
STAT2	0.408
STAT2	0.408
NFE2L2	0.408
NFE2L2	0.408
ITGB1	0.408
ITGB1	0.408
ALOX15	0.409
ALOX15	0.409
PDCD1LG2	0.409
PDCD1LG2	0.409
COL1A2	0.409
COL1A2	0.409
CFH	0.409
CFH	0.409
LIPE	0.41
LIPE	0.41
ENSG00000255819	0.41
ENSG00000255819	0.41
PTEN	0.411
PTEN	0.411
NGFRAP1	0.411
NGFRAP1	0.411
KLRK1	0.412
KLRK1	0.412
MBP	0.412
MBP	0.412
ANGPTL4	0.412
ANGPTL4	0.412
MAPK9	0.412
MAPK9	0.412
CLEC10A	0.412
CLEC10A	0.412
IL32	0.413
IL32	0.413
ITGB2	0.413
ITGB2	0.413
LTB4R	0.414
LTB4R	0.414
PI4K2A	0.414
PI4K2A	0.414
IL21R	0.414
IL21R	0.414
HIST1H4A	0.416
HIST1H4A	0.416
CD47	0.418
CD47	0.418
PLA2G7	0.418
PLA2G7	0.418
SELPLG	0.418
SELPLG	0.418
ABCG1	0.418
ABCG1	0.418
PYCARD	0.42
PYCARD	0.42
CMA1	0.42
CMA1	0.42
STAT5A	0.42
STAT5A	0.42
ADIPOR2	0.42
ADIPOR2	0.42
CEBPB	0.42
CEBPB	0.42
TGFB2	0.42
TGFB2	0.42
CISH	0.422
CISH	0.422
ADIPOR1	0.422
ADIPOR1	0.422
ACTG1	0.422
ACTG1	0.422
ADAM17	0.422
ADAM17	0.422
PTGES	0.423
PTGES	0.423
DUOX2	0.423
DUOX2	0.423
SPI1	0.423
SPI1	0.423
POTEF	0.425
POTEF	0.425
WDTC1	0.426
WDTC1	0.426
COG2	0.426
COG2	0.426
CFD	0.426
CFD	0.426
VR1	0.426
VR1	0.426
MTOR	0.426
MTOR	0.426
ENSG00000196689	0.426
ENSG00000196689	0.426
CTSB	0.426
CTSB	0.426
DUOX1	0.427
DUOX1	0.427
ADM	0.427
ADM	0.427
BCL2L1	0.428
BCL2L1	0.428
ESR1	0.429
ESR1	0.429
APOBEC3A	0.43
APOBEC3A	0.43
IL10RA	0.43
IL10RA	0.43
C3AR1	0.431
C3AR1	0.431
POSTN	0.431
POSTN	0.431
CCL5	0.432
CCL5	0.432
TIMP3	0.433
TIMP3	0.433
NR3C1	0.434
NR3C1	0.434
IFIT1	0.434
IFIT1	0.434
COL18A1	0.435
COL18A1	0.435
TREM2	0.436
TREM2	0.436
PDGFRB	0.436
PDGFRB	0.436
NDC80	0.437
NDC80	0.437
IL1R2	0.437
IL1R2	0.437
IRF5	0.438
IRF5	0.438
FGF7	0.438
FGF7	0.438
FPR2	0.44
FPR2	0.44
TAC1	0.44
TAC1	0.44
KLF6	0.44
KLF6	0.44
IL23A	0.44
IL23A	0.44
ITGAL	0.441
ITGAL	0.441
NCAM1	0.441
NCAM1	0.441
ISG15	0.441
ISG15	0.441
SMAD2	0.441
SMAD2	0.441
NT5E	0.441
NT5E	0.441
NELFCD	0.441
NELFCD	0.441
COL3A1	0.441
COL3A1	0.441
MCAT	0.442
MCAT	0.442
MAP2K7	0.443
MAP2K7	0.443
FGF1	0.443
FGF1	0.443
UCP1	0.443
