interactor	score
CASP8	0.21
CASP8	0.21
FAM187B	0.21
FAM187B	0.21
IFNA17	0.211
IFNA17	0.211
LGALS9	0.211
LGALS9	0.211
IFNA21	0.211
IFNA21	0.211
EPRS	0.212
EPRS	0.212
PDGFB	0.212
PDGFB	0.212
IDO1	0.213
IDO1	0.213
JAK3	0.213
JAK3	0.213
RARRES2	0.213
RARRES2	0.213
TAC1	0.213
TAC1	0.213
CISH	0.213
CISH	0.213
MUC5B	0.213
MUC5B	0.213
NF1	0.214
NF1	0.214
TBK1	0.214
TBK1	0.214
GPR1	0.215
GPR1	0.215
FPR2	0.215
FPR2	0.215
DENND1B	0.216
DENND1B	0.216
C1QA	0.216
C1QA	0.216
CNKSR2	0.216
CNKSR2	0.216
COL3A1	0.216
COL3A1	0.216
CFB	0.217
CFB	0.217
CCL3L3	0.218
CCL3L3	0.218
GP2	0.219
GP2	0.219
RAX2	0.219
RAX2	0.219
ARMS2	0.219
ARMS2	0.219
DICER1	0.22
DICER1	0.22
IFNL2	0.22
IFNL2	0.22
JAK2	0.22
JAK2	0.22
EFEMP1	0.221
EFEMP1	0.221
HMSD	0.221
HMSD	0.221
HLA-B	0.221
HLA-B	0.221
ITGAL	0.222
ITGAL	0.222
SOD2	0.222
SOD2	0.222
FGF1	0.222
FGF1	0.222
ZC3H12A	0.222
ZC3H12A	0.222
TOX	0.222
TOX	0.222
HLA-C	0.222
HLA-C	0.222
ERVW-1	0.222
ERVW-1	0.222
DROSHA	0.222
DROSHA	0.222
TSSK1B	0.222
TSSK1B	0.222
ANG	0.223
ANG	0.223
F3	0.223
F3	0.223
VIP	0.224
VIP	0.224
CD83	0.224
CD83	0.224
HMGB1	0.225
HMGB1	0.225
DDX58	0.225
DDX58	0.225
PLG	0.226
PLG	0.226
HAVCR2	0.226
HAVCR2	0.226
PDE4A	0.226
PDE4A	0.226
FGF9	0.226
FGF9	0.226
JUN	0.227
JUN	0.227
IL17D	0.227
IL17D	0.227
RHOA	0.227
RHOA	0.227
FBLN5	0.227
FBLN5	0.227
SPON1	0.227
SPON1	0.227
CRISP2	0.229
CRISP2	0.229
CRISP3	0.229
CRISP3	0.229
HRH2	0.229
HRH2	0.229
TNFRSF4	0.229
TNFRSF4	0.229
AGER	0.229
AGER	0.229
CFL1	0.23
CFL1	0.23
ADAM8	0.23
ADAM8	0.23
F7	0.23
F7	0.23
CCL24	0.233
CCL24	0.233
PTGER3	0.234
PTGER3	0.234
MMP14	0.234
MMP14	0.234
KIR2DL3	0.235
KIR2DL3	0.235
HAVCR1	0.235
HAVCR1	0.235
CXCL17	0.235
CXCL17	0.235
ATP7A	0.236
ATP7A	0.236
CD1C	0.236
CD1C	0.236
PLEKHA1	0.237
PLEKHA1	0.237
NCAM1	0.239
NCAM1	0.239
