interactor	score
PLCG1	0.475
PLCG1	0.475
FCGR1A	0.475
FCGR1A	0.475
ADA	0.475
ADA	0.475
HSPA4	0.476
HSPA4	0.476
TRAF6	0.477
TRAF6	0.477
PTPN13	0.477
PTPN13	0.477
KIR2DL4	0.477
KIR2DL4	0.477
CXCR6	0.477
CXCR6	0.477
TCHH	0.477
TCHH	0.477
CARD11	0.478
CARD11	0.478
BCL2L10	0.478
BCL2L10	0.478
NOTCH1	0.478
NOTCH1	0.478
STAT2	0.479
STAT2	0.479
NT5C	0.479
NT5C	0.479
ARG1	0.48
ARG1	0.48
AHR	0.48
AHR	0.48
VTCN1	0.48
VTCN1	0.48
NGF	0.48
NGF	0.48
ACTB	0.481
ACTB	0.481
FKBP1A	0.481
FKBP1A	0.481
CXCL5	0.481
CXCL5	0.481
SDC1	0.482
SDC1	0.482
TIGIT	0.483
TIGIT	0.483
RNASE3	0.483
RNASE3	0.483
NOS2	0.486
NOS2	0.486
IL26	0.487
IL26	0.487
ERVV-1	0.488
ERVV-1	0.488
SLAMF1	0.49
SLAMF1	0.49
HPRT1	0.491
HPRT1	0.491
NAB2	0.492
NAB2	0.492
BCL10	0.492
BCL10	0.492
PTCRA	0.492
PTCRA	0.492
CD48	0.493
CD48	0.493
CD300C	0.494
CD300C	0.494
HLA-G	0.495
HLA-G	0.495
PECAM1	0.495
PECAM1	0.495
IRF1	0.495
IRF1	0.495
CCR9	0.496
CCR9	0.496
IL23A	0.496
IL23A	0.496
LGALS9	0.498
LGALS9	0.498
DPP4	0.499
DPP4	0.499
IGF1	0.499
IGF1	0.499
PIM2	0.499
PIM2	0.499
HCST	0.5
HCST	0.5
LY75	0.504
LY75	0.504
CASP1	0.507
CASP1	0.507
PTHLH	0.508
PTHLH	0.508
ADCYAP1	0.508
ADCYAP1	0.508
HLA-C	0.51
HLA-C	0.51
CYCS	0.511
CYCS	0.511
PDLIM4	0.511
PDLIM4	0.511
CLEC7A	0.511
CLEC7A	0.511
NAALADL1	0.511
NAALADL1	0.511
HLA-B	0.511
HLA-B	0.511
HLA-DRB1	0.513
HLA-DRB1	0.513
PRKAR2B	0.514
PRKAR2B	0.514
PRKCQ	0.514
PRKCQ	0.514
PTMA	0.514
PTMA	0.514
MAP3K8	0.515
MAP3K8	0.515
TNFRSF25	0.516
TNFRSF25	0.516
TNFSF10	0.517
TNFSF10	0.517
THEMIS	0.517
THEMIS	0.517
ITGA2	0.517
ITGA2	0.517
LAT	0.519
LAT	0.519
IL36RN	0.519
IL36RN	0.519
HSPG2	0.52
HSPG2	0.52
XCL1	0.521
XCL1	0.521
CD244	0.526
CD244	0.526
PTGER3	0.527
PTGER3	0.527
MICB	0.528
MICB	0.528
TYK2	0.528
TYK2	0.528
TPX2	0.529
TPX2	0.529
GNRH1	0.53
GNRH1	0.53
SMARCA5	0.53
SMARCA5	0.53
DCT	0.53
DCT	0.53
MAP2K7	0.53
MAP2K7	0.53
TYR	0.53
TYR	0.53
GLIS2	0.531
GLIS2	0.531
CASP8	0.532
CASP8	0.532
FOSL2	0.533
FOSL2	0.533
CD209	0.533
CD209	0.533
SELP	0.534
SELP	0.534
JUNB	0.536
JUNB	0.536
CXCL13	0.536
CXCL13	0.536
CCL27	0.537
CCL27	0.537
CXCL2	0.537
CXCL2	0.537
IL1RL2	0.537
IL1RL2	0.537
CD1A	0.537
CD1A	0.537
IL12B	0.537
IL12B	0.537
CD33	0.541
CD33	0.541
CD68	0.541
CD68	0.541
DDX53	0.542
DDX53	0.542
BCL2L11	0.542
BCL2L11	0.542
CCNA2	0.542
CCNA2	0.542
KLRC2	0.543
KLRC2	0.543
CCL21	0.543
CCL21	0.543
CNTN2	0.543
CNTN2	0.543
ACKR2	0.543
ACKR2	0.543
CD1E	0.545
CD1E	0.545
FLT3LG	0.546
FLT3LG	0.546
CD160	0.546
CD160	0.546
LEP	0.549
LEP	0.549
CR2	0.55
CR2	0.55
NT5E	0.55
NT5E	0.55
MAGEA3	0.551
MAGEA3	0.551
CCL19	0.551
CCL19	0.551
ICOS	0.553
ICOS	0.553
MUC1	0.554
MUC1	0.554
ODC1	0.555
ODC1	0.555
HLA-E	0.556
HLA-E	0.556
FLT3	0.556
FLT3	0.556
CD52	0.556
CD52	0.556
MMP9	0.556
MMP9	0.556
BTLA	0.557
BTLA	0.557
GPT	0.557
GPT	0.557
CXCL11	0.557
CXCL11	0.557
MLANA	0.557
MLANA	0.557
CD7	0.558
CD7	0.558
PTPN22	0.558
PTPN22	0.558
SPN	0.559
SPN	0.559
HDAC1	0.559
HDAC1	0.559
FN1	0.559
FN1	0.559
KIR3DL1	0.56
KIR3DL1	0.56
HAND2	0.561
HAND2	0.561
KIR2DL3	0.561
KIR2DL3	0.561
CCL20	0.563
CCL20	0.563
KITLG	0.564
KITLG	0.564
MRAP	0.566
MRAP	0.566
IL36B	0.568
IL36B	0.568
IGJ	0.569
IGJ	0.569
FOXK2	0.569
FOXK2	0.569
CD1B	0.569
CD1B	0.569
KIR2DL1	0.57
KIR2DL1	0.57
ZFP36	0.57
ZFP36	0.57
IL11	0.57
IL11	0.57
FGF2	0.57
FGF2	0.57
SRC	0.571
SRC	0.571
IL36A	0.571
IL36A	0.571
VAV1	0.571
VAV1	0.571
EPO	0.571
EPO	0.571
ITK	0.572
ITK	0.572
IL1F10	0.573
IL1F10	0.573
CASP3	0.575
CASP3	0.575
TNFSF13B	0.575
TNFSF13B	0.575
SELE	0.575
SELE	0.575
BCL11B	0.577
BCL11B	0.577
PTGS2	0.577
PTGS2	0.577
IRF4	0.578
IRF4	0.578
EGR1	0.579
EGR1	0.579
ABCB1	0.58
ABCB1	0.58
CXCL12	0.582
CXCL12	0.582
KIT	0.582
KIT	0.582
GYPA	0.582
GYPA	0.582
IL1RN	0.583
IL1RN	0.583
IL1R1	0.583
IL1R1	0.583
ERBB2	0.584
ERBB2	0.584
SERPINB7	0.585
SERPINB7	0.585
SERPINB8	0.585
SERPINB8	0.585
TP53	0.586
TP53	0.586
RORC	0.586
RORC	0.586
MICA	0.589
MICA	0.589
RAG1	0.589
RAG1	0.589
TNFRSF8	0.589
TNFRSF8	0.589
CTAG1A	0.59
CTAG1A	0.59
CCL7	0.592
CCL7	0.592
MYD88	0.592
MYD88	0.592
CCND3	0.593
CCND3	0.593
TXN	0.593
TXN	0.593
ICOSL	0.593
ICOSL	0.593
B7RP1	0.593
B7RP1	0.593
CD1C	0.593
CD1C	0.593
RAG2	0.594
RAG2	0.594
CCND2	0.596
CCND2	0.596
SPICE1	0.597
SPICE1	0.597
TSLP	0.598
TSLP	0.598
SERPINB5	0.601
SERPINB5	0.601
CNTFR	0.602
CNTFR	0.602
ITPKB	0.615
ITPKB	0.615
CTAG1B	0.621
CTAG1B	0.621
OSMR	0.622
OSMR	0.622
TAC1	0.625
TAC1	0.625
ILF3	0.625
ILF3	0.625
SERPINB2	0.625
SERPINB2	0.625
CRH	0.627
CRH	0.627
VCAM1	0.627
VCAM1	0.627
BCL2L1	0.63
BCL2L1	0.63
KLRB1	0.631
KLRB1	0.631
IL20RB	0.631
IL20RB	0.631
HIST2H2BE	0.632
HIST2H2BE	0.632
GZMA	0.632
GZMA	0.632
CD226	0.633
CD226	0.633
IL22RA2	0.633
IL22RA2	0.633
ITIH4	0.634
ITIH4	0.634
ZC3H12A	0.635
ZC3H12A	0.635
IFNB1	0.635
IFNB1	0.635
FCGR2B	0.638
FCGR2B	0.638
IL33	0.64
IL33	0.64
PROX1	0.64
PROX1	0.64
TNFSF4	0.641
TNFSF4	0.641
FCGR2A	0.641
FCGR2A	0.641
EGF	0.641
EGF	0.641
ETS1	0.641
ETS1	0.641
CXCR5	0.642
CXCR5	0.642
IL16	0.642
IL16	0.642
GAPDH	0.642
GAPDH	0.642
CD83	0.646
CD83	0.646
ENTPD1	0.646
ENTPD1	0.646
IFNA2	0.647
IFNA2	0.647
MBP	0.648
MBP	0.648
TLR10	0.648
TLR10	0.648
IL20RA	0.65
IL20RA	0.65
TLR6	0.651
TLR6	0.651
FOXO3	0.651
FOXO3	0.651
TLR1	0.651
TLR1	0.651
MPL	0.652
MPL	0.652
IL15RA	0.653
IL15RA	0.653
CD46	0.653
CD46	0.653
CSF1R	0.653
CSF1R	0.653
TLR8	0.654
TLR8	0.654
TLR5	0.656
TLR5	0.656
CARTPT	0.657
CARTPT	0.657
TNFSF9	0.657
TNFSF9	0.657
PDGFRA	0.66
PDGFRA	0.66
IFNLR1	0.66
IFNLR1	0.66
MOG	0.661
MOG	0.661
IL1RL1	0.665
IL1RL1	0.665
ITGAL	0.668
ITGAL	0.668
NCR3	0.668
NCR3	0.668
MCL1	0.668
MCL1	0.668
CSF1	0.668
CSF1	0.668
CD34	0.668
CD34	0.668
IL11RA	0.669
IL11RA	0.669
CD58	0.669
CD58	0.669
PDCD1LG2	0.669
PDCD1LG2	0.669
STAT4	0.67
STAT4	0.67
LIFR	0.67
LIFR	0.67
TLR3	0.67
TLR3	0.67
CABIN1	0.67
CABIN1	0.67
TLR7	0.67
TLR7	0.67
PTEN	0.671
PTEN	0.671
KLRC1	0.671
KLRC1	0.671
ITGA4	0.672
ITGA4	0.672
INS	0.672
INS	0.672
CXCR4	0.672
CXCR4	0.672
ANXA5	0.673
ANXA5	0.673
CD276	0.673
CD276	0.673
KLRG1	0.673
KLRG1	0.673
ERVW-1	0.674
ERVW-1	0.674
CD5	0.677
CD5	0.677
PRLR	0.678
PRLR	0.678
CCL4L1	0.679
CCL4L1	0.679
IL13RA2	0.679
IL13RA2	0.679
ENSG00000173366	0.679
ENSG00000173366	0.679
CD1D	0.679
CD1D	0.679
TLR2	0.68
TLR2	0.68
IL17F	0.682
IL17F	0.682
IL22	0.683
IL22	0.683
CX3CR1	0.685
CX3CR1	0.685
IL21	0.687
IL21	0.687
PDCD1	0.687
PDCD1	0.687
GHR	0.689
GHR	0.689
GNLY	0.691
GNLY	0.691
IKZF1	0.692
IKZF1	0.692
CREB1	0.695
CREB1	0.695
CSF3R	0.697
CSF3R	0.697
CXCL1	0.698
CXCL1	0.698
ZAP70	0.701
ZAP70	0.701
THY1	0.701
THY1	0.701
LEPR	0.701
LEPR	0.701
NFAT5	0.703
NFAT5	0.703
PMEL	0.703
PMEL	0.703
IFNGR2	0.704
IFNGR2	0.704
CXCL9	0.704
CXCL9	0.704
IL6ST	0.705
IL6ST	0.705
TLR4	0.706
TLR4	0.706
POMC	0.707
POMC	0.707
IL13RA1	0.707
IL13RA1	0.707
PRL	0.709
PRL	0.709
TNFRSF18	0.709
TNFRSF18	0.709
CRP	0.71
CRP	0.71
TLR9	0.71
TLR9	0.71
ITGAM	0.712
ITGAM	0.712
FAS	0.712
FAS	0.712
IL22RA1	0.714
IL22RA1	0.714
CCR3	0.717
CCR3	0.717
CCL3	0.724
CCL3	0.724
DDX41	0.732
DDX41	0.732
CCL4	0.733
CCL4	0.733
VEGFA	0.733
VEGFA	0.733
NELFCD	0.733
NELFCD	0.733
CREM	0.735
CREM	0.735
CCR2	0.735
CCR2	0.735
MAF	0.736
MAF	0.736
LTA	0.736
LTA	0.736
ITGAX	0.737
ITGAX	0.737
IL10RB	0.739
IL10RB	0.739
ALB	0.739
ALB	0.739
PDGFRB	0.739
PDGFRB	0.739
CD44	0.741
CD44	0.741
CD70	0.745
CD70	0.745
BACH2	0.747
BACH2	0.747
CRLF2	0.75
CRLF2	0.75
CCL11	0.759
CCL11	0.759
CCR7	0.759
CCR7	0.759
IL27RA	0.761
IL27RA	0.761
IL1A	0.763
IL1A	0.763
IFNGR1	0.765
IFNGR1	0.765
IL12RB2	0.766
IL12RB2	0.766
IL9R	0.767
IL9R	0.767
REL	0.767
REL	0.767
IFNAR1	0.768
IFNAR1	0.768
IFNAR2	0.768
IFNAR2	0.768
CCRL2	0.776
CCRL2	0.776
CMKBR6	0.78
CMKBR6	0.78
GPR29	0.78
GPR29	0.78
TNFRSF1B	0.785
TNFRSF1B	0.785
S100B	0.786
S100B	0.786
CXCL10	0.788
CXCL10	0.788
EOMES	0.789
EOMES	0.789
MYC	0.792
MYC	0.792
STAT6	0.793
STAT6	0.793
TFRC	0.793
