interactor	score
IPP	0.296
IPP	0.296
HMGB1	0.297
HMGB1	0.297
PTGDR2	0.297
PTGDR2	0.297
IL1R2	0.297
IL1R2	0.297
NOS2	0.298
NOS2	0.298
FYN	0.298
FYN	0.298
CLEC7A	0.299
CLEC7A	0.299
OAS1	0.301
OAS1	0.301
TFRC	0.301
TFRC	0.301
PTPN11	0.302
PTPN11	0.302
ISG15	0.303
ISG15	0.303
APOBEC3G	0.307
APOBEC3G	0.307
MUC1	0.309
MUC1	0.309
PECAM1	0.309
PECAM1	0.309
WT1	0.309
WT1	0.309
MMP1	0.309
MMP1	0.309
PDE4B	0.309
PDE4B	0.309
ISG20	0.309
ISG20	0.309
DNASE1	0.31
DNASE1	0.31
IKZF1	0.31
IKZF1	0.31
SPP1	0.311
SPP1	0.311
LTB4R	0.311
LTB4R	0.311
SH3D19	0.311
SH3D19	0.311
CCR8	0.311
CCR8	0.311
THBD	0.311
THBD	0.311
SERPINB5	0.311
SERPINB5	0.311
SERPINB7	0.313
SERPINB7	0.313
ZBTB7B	0.313
ZBTB7B	0.313
SERPINB8	0.313
SERPINB8	0.313
CIITA	0.313
CIITA	0.313
ZNF687	0.313
ZNF687	0.313
ITGB2	0.315
ITGB2	0.315
MAPK11	0.317
MAPK11	0.317
HAND2	0.321
HAND2	0.321
CTSS	0.323
CTSS	0.323
PRL	0.323
PRL	0.323
DLL1	0.325
DLL1	0.325
TRAF6	0.325
TRAF6	0.325
FOXO1	0.325
FOXO1	0.325
BDNF	0.325
BDNF	0.325
SERPINB2	0.325
SERPINB2	0.325
SRC	0.326
SRC	0.326
TNFRSF14	0.326
TNFRSF14	0.326
SDC1	0.328
SDC1	0.328
TNFSF15	0.328
TNFSF15	0.328
MRC1	0.328
MRC1	0.328
CASP8	0.329
CASP8	0.329
RUNX3	0.329
RUNX3	0.329
GUSB	0.329
GUSB	0.329
VAV1	0.329
VAV1	0.329
IL24	0.33
IL24	0.33
CD52	0.33
CD52	0.33
IRF9	0.333
IRF9	0.333
NOD2	0.334
NOD2	0.334
CLEC17A	0.336
CLEC17A	0.336
CCL15	0.338
CCL15	0.338
CLEC4C	0.338
CLEC4C	0.338
CD48	0.342
CD48	0.342
MLANA	0.343
MLANA	0.343
CD207	0.343
CD207	0.343
CD3E	0.345
CD3E	0.345
TIGIT	0.345
TIGIT	0.345
PSMB9	0.347
PSMB9	0.347
JUN	0.347
JUN	0.347
MAGEA3	0.347
MAGEA3	0.347
SLAMF7	0.347
SLAMF7	0.347
DDX53	0.347
DDX53	0.347
NCR3LG1	0.347
NCR3LG1	0.347
IL17RA	0.347
IL17RA	0.347
IFNL1	0.347
IFNL1	0.347
ERVW-1	0.347
ERVW-1	0.347
HLA-B	0.347
HLA-B	0.347
CD163	0.349
CD163	0.349
FN1	0.349
FN1	0.349
PDIA6	0.354
PDIA6	0.354
NGF	0.354
NGF	0.354
ITGA4	0.355
ITGA4	0.355
NLRP3	0.355
NLRP3	0.355
SLAMF1	0.355
SLAMF1	0.355
S1PR1	0.356
S1PR1	0.356
IL18R1	0.357
IL18R1	0.357
MMP3	0.357
MMP3	0.357
IRF3	0.358
IRF3	0.358
MAPK8	0.36
MAPK8	0.36
CCL25	0.36
CCL25	0.36
CD24	0.36
CD24	0.36
IRF2	0.362
IRF2	0.362
CASP3	0.362
CASP3	0.362
ENTPD1	0.363
ENTPD1	0.363
RHOG	0.364
RHOG	0.364
GBP1	0.364
GBP1	0.364
RHOH	0.369
RHOH	0.369
ITK	0.369
ITK	0.369
MCL1	0.371
MCL1	0.371
FCGR1A	0.376
FCGR1A	0.376
C1QC	0.377
C1QC	0.377
IFNL2	0.378
IFNL2	0.378
CD247	0.38
CD247	0.38
CXCR2	0.381
CXCR2	0.381
B2M	0.381
B2M	0.381
CCL18	0.381
CCL18	0.381
ADIPOQ	0.387
ADIPOQ	0.387
CD7	0.388
CD7	0.388
SELE	0.395
SELE	0.395
ULBP3	0.396
ULBP3	0.396
HLA-G	0.398
HLA-G	0.398
FCGR3A	0.398
FCGR3A	0.398
FGF13	0.398
FGF13	0.398
IL32	0.398
IL32	0.398
RND1	0.399
RND1	0.399
RHOJ	0.399
RHOJ	0.399
SPN	0.4
SPN	0.4
CCL26	0.4
CCL26	0.4
MMP9	0.4
MMP9	0.4
RND2	0.402
RND2	0.402
SYK	0.403
SYK	0.403
RHOD	0.403
RHOD	0.403
RAC1	0.405
RAC1	0.405
PTGS2	0.405
PTGS2	0.405
KLRF1	0.409
KLRF1	0.409
DNMT3B	0.41
DNMT3B	0.41
ITPKB	0.41
ITPKB	0.41
DDX58	0.412
DDX58	0.412
ZBTB16	0.412
ZBTB16	0.412
ICOSL	0.413
ICOSL	0.413
B7RP1	0.413
B7RP1	0.413
CISH	0.414
CISH	0.414
RND3	0.415
RND3	0.415
PVR	0.415
PVR	0.415
ITGA2	0.417
ITGA2	0.417
FCGR2B	0.42
FCGR2B	0.42
MX1	0.42
MX1	0.42
IL19	0.42
IL19	0.42
IFNA2	0.42
IFNA2	0.42
CCR9	0.422
CCR9	0.422
TGM2	0.423
TGM2	0.423
C1QA	0.423
C1QA	0.423
BTLA	0.424
BTLA	0.424
IL31	0.424
IL31	0.424
IFNB1	0.426
IFNB1	0.426
LILRB1	0.426
LILRB1	0.426
RHOBTB1	0.427
RHOBTB1	0.427
RHOBTB2	0.427
RHOBTB2	0.427
CCR3	0.427
CCR3	0.427
RHOU	0.428
RHOU	0.428
HLA-A	0.428
HLA-A	0.428
IRF4	0.43
IRF4	0.43
IL18BP	0.43
IL18BP	0.43
ULBP2	0.431
ULBP2	0.431
CD58	0.432
CD58	0.432
BCL6	0.438
BCL6	0.438
CTAG1B	0.44
CTAG1B	0.44
CTAG1A	0.44
CTAG1A	0.44
IRF7	0.441
IRF7	0.441
CD1E	0.441
CD1E	0.441
STAT2	0.442
STAT2	0.442
LEP	0.443
LEP	0.443
INS	0.444
INS	0.444
CX3CR1	0.446
CX3CR1	0.446
CD5	0.45
CD5	0.45
ITGAL	0.452
ITGAL	0.452
CD36	0.452
CD36	0.452
SOCS3	0.454
SOCS3	0.454
UNK	0.455
UNK	0.455
C1QB	0.457
C1QB	0.457
LCK	0.457
LCK	0.457
BCL2L11	0.458
BCL2L11	0.458
RAC3	0.458
RAC3	0.458
CXCR6	0.459
CXCR6	0.459
NOG	0.461
NOG	0.461
CD1B	0.462
CD1B	0.462
CASP1	0.465
CASP1	0.465
SOCS1	0.468
SOCS1	0.468
KIR3DL2	0.471
KIR3DL2	0.471
HLA-C	0.471
HLA-C	0.471
IL1R1	0.473
IL1R1	0.473
TOR1A	0.473
TOR1A	0.473
KIR2DL4	0.473
KIR2DL4	0.473
ACKR2	0.473
ACKR2	0.473
TXLNA	0.474
TXLNA	0.474
NELFCD	0.475
NELFCD	0.475
RAG2	0.477
RAG2	0.477
RAG1	0.478
RAG1	0.478
PDCD1	0.479
PDCD1	0.479
TNFRSF18	0.479
TNFRSF18	0.479
TYK2	0.483
TYK2	0.483
TNFRSF1B	0.484
TNFRSF1B	0.484
SLAMF6	0.485
SLAMF6	0.485
CD2	0.487
CD2	0.487
CD244	0.489
CD244	0.489
PDCD1LG2	0.489
PDCD1LG2	0.489
CCL19	0.491
CCL19	0.491
XCL1	0.492
XCL1	0.492
BCL2L1	0.493
BCL2L1	0.493
MYD88	0.494
MYD88	0.494
CD8A	0.499
CD8A	0.499
CCL24	0.504
CCL24	0.504
CD276	0.504
CD276	0.504
JAK2	0.509
JAK2	0.509
