interactor	score
PLAU	0.589
PLAU	0.589
LCN2	0.591
LCN2	0.591
P2RY6	0.593
P2RY6	0.593
IL36RN	0.594
IL36RN	0.594
SLPI	0.595
SLPI	0.595
PLG	0.596
PLG	0.596
ANGPT2	0.596
ANGPT2	0.596
IL17RA	0.596
IL17RA	0.596
ABCA1	0.597
ABCA1	0.597
ITGB3	0.597
ITGB3	0.597
CYR61	0.597
CYR61	0.597
SOCS3	0.598
SOCS3	0.598
SPP1	0.599
SPP1	0.599
CR1	0.599
CR1	0.599
CD34	0.599
CD34	0.599
AVPR1B	0.6
AVPR1B	0.6
IL6R	0.601
IL6R	0.601
TNFRSF9	0.603
TNFRSF9	0.603
NFKB2	0.606
NFKB2	0.606
DDX58	0.608
DDX58	0.608
POSTN	0.608
POSTN	0.608
PLAUR	0.609
PLAUR	0.609
LPAR6	0.61
LPAR6	0.61
HDAC1	0.61
HDAC1	0.61
LTA	0.612
LTA	0.612
HMGB1	0.615
HMGB1	0.615
CCRL2	0.615
CCRL2	0.615
CCL24	0.616
CCL24	0.616
ELAVL1	0.616
ELAVL1	0.616
SOD2	0.617
SOD2	0.617
PTPRC	0.617
PTPRC	0.617
GRM1	0.617
GRM1	0.617
P2RY2	0.623
P2RY2	0.623
SDC1	0.625
SDC1	0.625
IL2RA	0.63
IL2RA	0.63
GHRL	0.631
GHRL	0.631
AVPR2	0.632
AVPR2	0.632
FOXP3	0.633
FOXP3	0.633
CD83	0.633
CD83	0.633
TRAF6	0.635
TRAF6	0.635
MCL1	0.636
MCL1	0.636
ADORA2A	0.638
ADORA2A	0.638
PGF	0.638
PGF	0.638
AR	0.638
AR	0.638
CD44	0.639
CD44	0.639
SNAI2	0.639
SNAI2	0.639
PECAM1	0.64
PECAM1	0.64
CDC42	0.642
CDC42	0.642
MTDH	0.643
MTDH	0.643
CASP3	0.649
CASP3	0.649
EDN1	0.652
EDN1	0.652
HSPA1A	0.652
HSPA1A	0.652
LPAR4	0.655
LPAR4	0.655
CCL18	0.655
CCL18	0.655
HSP90AA1	0.658
HSP90AA1	0.658
ACAN	0.658
ACAN	0.658
FAS	0.659
FAS	0.659
STAT1	0.661
STAT1	0.661
NLRP3	0.666
NLRP3	0.666
TNFRSF1B	0.668
TNFRSF1B	0.668
F3	0.668
F3	0.668
STAT5A	0.671
STAT5A	0.671
IL17F	0.675
IL17F	0.675
ADAM17	0.675
ADAM17	0.675
CD40LG	0.676
CD40LG	0.676
PTGFR	0.682
PTGFR	0.682
RHOA	0.685
RHOA	0.685
IL1R1	0.69
IL1R1	0.69
ITGAM	0.695
ITGAM	0.695
CSF1	0.695
CSF1	0.695
CD86	0.695
CD86	0.695
CD40	0.703
CD40	0.703
AKT1	0.707
AKT1	0.707
TLR10	0.708
TLR10	0.708
HRAS	0.709
HRAS	0.709
CASP1	0.709
CASP1	0.709
XCR1	0.717
XCR1	0.717
S100A8	0.72
S100A8	0.72
MUC5AC	0.724
MUC5AC	0.724
IKBKB	0.724
IKBKB	0.724
CD28	0.725
CD28	0.725
TLR8	0.726
TLR8	0.726
MAPK8	0.727
MAPK8	0.727
MYC	0.727
MYC	0.727
TLR6	0.737
TLR6	0.737
TAC1	0.738
TAC1	0.738
TLR7	0.747
TLR7	0.747
IL32	0.748
IL32	0.748
MMP1	0.751
MMP1	0.751
SRC	0.753
SRC	0.753
TNFAIP3	0.757
TNFAIP3	0.757
TLR1	0.76
TLR1	0.76
IRAK1	0.769
IRAK1	0.769
TNFSF11	0.769
TNFSF11	0.769
F2R	0.781
F2R	0.781
IFNB1	0.782
IFNB1	0.782
SELE	0.789
SELE	0.789
CCL7	0.791
CCL7	0.791
ADIPOQ	0.793
ADIPOQ	0.793
ENSG00000173366	0.794
ENSG00000173366	0.794
FN1	0.8
FN1	0.8
INS	0.816
INS	0.816
CMKBR6	0.819
CMKBR6	0.819
MYD88	0.827
MYD88	0.827
LEP	0.828
LEP	0.828
TLR9	0.834
TLR9	0.834
ELANE	0.84
ELANE	0.84
IL33	0.845
IL33	0.845
TLR5	0.858
TLR5	0.858
CCL3	0.866
CCL3	0.866
IL17A	0.879
IL17A	0.879
CCL8	0.896
CCL8	0.896
TAS2R42	0.9
TAS2R42	0.9
GNG5	0.9
GNG5	0.9
TAS2R19	0.9
TAS2R19	0.9
ANAPC1	0.9
ANAPC1	0.9
ANAPC16	0.9
ANAPC16	0.9
OXER1	0.9
OXER1	0.9
TAS2R30	0.9
TAS2R30	0.9
RXFP4	0.9
RXFP4	0.9
TAS2R40	0.9
TAS2R40	0.9
GRM3	0.9
GRM3	0.9
NMS	0.9
NMS	0.9
CDC26	0.9
CDC26	0.9
EXOSC2	0.9
EXOSC2	0.9
EXOSC3	0.9
EXOSC3	0.9
GNG7	0.9
GNG7	0.9
CDC16	0.9
CDC16	0.9
HTR1F	0.9
HTR1F	0.9
TAS2R50	0.9
TAS2R50	0.9
RXFP3	0.9
RXFP3	0.9
EXOSC6	0.9
EXOSC6	0.9
FZR1	0.9
FZR1	0.9
GALR2	0.9
GALR2	0.9
TAS2R39	0.9
TAS2R39	0.9
HTR1D	0.9
HTR1D	0.9
TAS2R31	0.9
TAS2R31	0.9
MTG1	0.9
MTG1	0.9
ANAPC4	0.9
ANAPC4	0.9
ANAPC7	0.9
ANAPC7	0.9
GNG12	0.9
GNG12	0.9
GNGT2	0.9
GNGT2	0.9
GNAT3	0.9
GNAT3	0.9
ANAPC15	0.9
ANAPC15	0.9
GRM4	0.9
GRM4	0.9
EXOSC8	0.9
EXOSC8	0.9
HRH3	0.9
HRH3	0.9
PPP2R1A	0.9
PPP2R1A	0.9
EXOSC1	0.9
EXOSC1	0.9
GRM8	0.9
GRM8	0.9
TAS1R2	0.9
TAS1R2	0.9
CDC27	0.9
CDC27	0.9
TAS2R20	0.9
TAS2R20	0.9
ANAPC11	0.9
ANAPC11	0.9
GNG4	0.9
GNG4	0.9
TAS2R13	0.9
TAS2R13	0.9
GRM7	0.9
GRM7	0.9
EXOSC9	0.9
EXOSC9	0.9
EHMT1	0.9
EHMT1	0.9
TAS1R3	0.9
TAS1R3	0.9
GPR37L1	0.9
GPR37L1	0.9
PCP2	0.9
PCP2	0.9
TAS1R1	0.9
TAS1R1	0.9
TAS2R41	0.9
TAS2R41	0.9
TAS2R43	0.9
TAS2R43	0.9
NPW	0.9
NPW	0.9
RLN3	0.9
RLN3	0.9
ADCY2	0.9
ADCY2	0.9
ANAPC2	0.9
ANAPC2	0.9
TAS2R46	0.9
TAS2R46	0.9
TAS2R60	0.9
TAS2R60	0.9
GNA14	0.9
GNA14	0.9
GPR31	0.901
GPR31	0.901
CHRM4	0.901
CHRM4	0.901
ANAPC10	0.901
ANAPC10	0.901
UBE2C	0.901
UBE2C	0.901
GNAI3	0.901
GNAI3	0.901
ADCY4	0.901
ADCY4	0.901
GNG2	0.901
GNG2	0.901
NPB	0.901
NPB	0.901
CDC23	0.901
CDC23	0.901
ADCY6	0.901
ADCY6	0.901
ADCY7	0.901
ADCY7	0.901
GNG10	0.901
GNG10	0.901
TAS2R14	0.901
TAS2R14	0.901
GRM2	0.901
GRM2	0.901
DIS3	0.902
DIS3	0.902
PARN	0.902
PARN	0.902
TAS2R1	0.902
TAS2R1	0.902
SSTR3	0.902
SSTR3	0.902
GABBR1	0.902
GABBR1	0.902
ADCY5	0.902
ADCY5	0.902
HCAR1	0.902
HCAR1	0.902
GNB1	0.902
GNB1	0.902
PSAP	0.902
PSAP	0.902
PDYN	0.903
PDYN	0.903
DCP2	0.903
DCP2	0.903
CHRM2	0.903
CHRM2	0.903
HTR1B	0.903
HTR1B	0.903
PENK	0.903
PENK	0.903
SSTR2	0.904
SSTR2	0.904
PPP2CA	0.904
PPP2CA	0.904
GPR55	0.904
GPR55	0.904
UBE2D1	0.904
UBE2D1	0.904
HTR1E	0.904
HTR1E	0.904
GNAI1	0.904
GNAI1	0.904
GPSM3	0.905
GPSM3	0.905
NPBWR1	0.905
NPBWR1	0.905
GPR18	0.905
GPR18	0.905
GPR17	0.905
GPR17	0.905
TAS2R38	0.905
TAS2R38	0.905
NPY5R	0.906
NPY5R	0.906
NPY4R	0.906
NPY4R	0.906
GPSM2	0.906
GPSM2	0.906
NPBWR2	0.906
NPBWR2	0.906
SUCNR1	0.907
SUCNR1	0.907
PPY	0.907
PPY	0.907
DNM1	0.907
DNM1	0.907
SDC3	0.908
SDC3	0.908
DRD3	0.909
DRD3	0.909
PYY	0.91
PYY	0.91
BDKRB2	0.91
BDKRB2	0.91
CCL28	0.91
CCL28	0.91
P2RY13	0.911
P2RY13	0.911
PMCH	0.911
PMCH	0.911
ARRB2	0.911
ARRB2	0.911
P2RY14	0.913
P2RY14	0.913
DRD2	0.913
DRD2	0.913
GPR183	0.913
GPR183	0.913
HCAR3	0.914
HCAR3	0.914
MAPK11	0.914
MAPK11	0.914
P2RY4	0.914
P2RY4	0.914
HTR1A	0.915
HTR1A	0.915
S1PR5	0.915
S1PR5	0.915
GPER1	0.915
GPER1	0.915
LPAR5	0.915
LPAR5	0.915
GPSM1	0.915
GPSM1	0.915
EXOSC4	0.915
EXOSC4	0.915
AGTR2	0.915
AGTR2	0.915
APLN	0.916
APLN	0.916
ADRA2C	0.917
ADRA2C	0.917
KHSRP	0.917
KHSRP	0.917
SDC2	0.918
SDC2	0.918
ADRA2B	0.918
ADRA2B	0.918
CASR	0.918
CASR	0.918
APLNR	0.918
APLNR	0.918
S1PR2	0.918
S1PR2	0.918
ARRB1	0.918
ARRB1	0.918
CORT	0.918
CORT	0.918
NPY1R	0.919
NPY1R	0.919
NPY2R	0.919
NPY2R	0.919
AGT	0.921
AGT	0.921
CNR2	0.921
CNR2	0.921
P2RY12	0.921
P2RY12	0.921
NPY	0.922
NPY	0.922
HCAR2	0.922
HCAR2	0.922
PTGDR2	0.922
PTGDR2	0.922
S1PR3	0.922
S1PR3	0.922
OPRL1	0.923
OPRL1	0.923
FGR	0.923
FGR	0.923
