interactor	score
CDKN2A	0.29
CDKN2A	0.29
PRL	0.29
PRL	0.29
KLK11	0.29
KLK11	0.29
BAX	0.29
BAX	0.29
CD52	0.29
CD52	0.29
TNFRSF13C	0.29
TNFRSF13C	0.29
BDNF	0.292
BDNF	0.292
SEMA3A	0.293
SEMA3A	0.293
REL	0.293
REL	0.293
IL32	0.294
IL32	0.294
PTPN11	0.294
PTPN11	0.294
FNDC5	0.294
FNDC5	0.294
RETNLB	0.294
RETNLB	0.294
RAC1	0.294
RAC1	0.294
AREG	0.294
AREG	0.294
RHOB	0.294
RHOB	0.294
GBA	0.295
GBA	0.295
MICA	0.295
MICA	0.295
RND1	0.295
RND1	0.295
SLC2A1	0.295
SLC2A1	0.295
RHOJ	0.295
RHOJ	0.295
HIST2H2BE	0.296
HIST2H2BE	0.296
TIGIT	0.296
TIGIT	0.296
LAMP3	0.296
LAMP3	0.296
SOCS2	0.296
SOCS2	0.296
SPP1	0.297
SPP1	0.297
CD226	0.297
CD226	0.297
DHCR7	0.297
DHCR7	0.297
MAF	0.298
MAF	0.298
DPT	0.298
DPT	0.298
RND2	0.299
RND2	0.299
RHOD	0.3
RHOD	0.3
PTEN	0.3
PTEN	0.3
CCL15	0.3
CCL15	0.3
TNFSF15	0.3
TNFSF15	0.3
ACTB	0.302
ACTB	0.302
PSMB9	0.306
PSMB9	0.306
TRAF6	0.307
TRAF6	0.307
SDC1	0.307
SDC1	0.307
HLA-DRB1	0.307
HLA-DRB1	0.307
CASP1	0.308
CASP1	0.308
HAND2	0.309
HAND2	0.309
FOS	0.309
FOS	0.309
TOX	0.309
TOX	0.309
NCR3	0.311
NCR3	0.311
RHOC	0.311
RHOC	0.311
IL25	0.311
IL25	0.311
CX3CR1	0.311
CX3CR1	0.311
RND3	0.311
RND3	0.311
SERPINB3	0.311
SERPINB3	0.311
ID3	0.313
ID3	0.313
IFNB1	0.313
IFNB1	0.313
DKK1	0.315
DKK1	0.315
SEPT4	0.317
SEPT4	0.317
MKI67	0.321
MKI67	0.321
CD48	0.323
