interactor	score
SFTPC	0.293
SFTPC	0.293
TRIM37	0.293
TRIM37	0.293
MYOM2	0.293
MYOM2	0.293
IL21	0.293
IL21	0.293
APOE	0.293
APOE	0.293
ARHGEF1	0.293
ARHGEF1	0.293
CYCS	0.294
CYCS	0.294
SDC1	0.294
SDC1	0.294
NCF1	0.294
NCF1	0.294
VEGFC	0.295
VEGFC	0.295
CCL21	0.295
CCL21	0.295
ELN	0.295
ELN	0.295
CCR10	0.295
CCR10	0.295
PGR	0.295
PGR	0.295
CD48	0.296
CD48	0.296
CD14	0.296
CD14	0.296
MMP12	0.296
MMP12	0.296
CCL26	0.296
CCL26	0.296
GP1BA	0.296
GP1BA	0.296
TGFA	0.297
TGFA	0.297
ACKR3	0.297
ACKR3	0.297
MYB	0.297
MYB	0.297
UCHL1	0.297
UCHL1	0.297
CCND1	0.297
CCND1	0.297
SELPLG	0.297
SELPLG	0.297
VPS13B	0.298
VPS13B	0.298
IL36B	0.298
IL36B	0.298
DNTT	0.298
DNTT	0.298
ACKR4	0.298
ACKR4	0.298
FAS	0.3
FAS	0.3
IL36A	0.3
IL36A	0.3
POU5F1	0.303
POU5F1	0.303
FGL2	0.303
FGL2	0.303
KRAS	0.303
KRAS	0.303
MMP13	0.304
MMP13	0.304
F2RL1	0.304
F2RL1	0.304
THBS1	0.307
THBS1	0.307
GATA3	0.307
GATA3	0.307
JAG1	0.307
JAG1	0.307
CXCL16	0.307
CXCL16	0.307
MAPK14	0.309
MAPK14	0.309
FCGR3B	0.309
FCGR3B	0.309
FXYD5	0.309
FXYD5	0.309
TRAF6	0.31
TRAF6	0.31
PI3	0.311
PI3	0.311
FST	0.311
FST	0.311
TTPA	0.311
TTPA	0.311
IL36RN	0.311
IL36RN	0.311
CD1E	0.311
CD1E	0.311
ENSG00000264813	0.311
ENSG00000264813	0.311
NFKBIZ	0.311
NFKBIZ	0.311
ACE	0.311
ACE	0.311
IL37	0.312
IL37	0.312
NT5C	0.313
NT5C	0.313
FIGF	0.313
FIGF	0.313
ADA	0.313
ADA	0.313
POLR2A	0.314
POLR2A	0.314
MECOM	0.315
MECOM	0.315
RASGEF1A	0.315
RASGEF1A	0.315
FGF11	0.315
FGF11	0.315
PLAUR	0.316
PLAUR	0.316
MX1	0.316
MX1	0.316
IL1R2	0.316
IL1R2	0.316
FGF19	0.317
FGF19	0.317
DDX58	0.317
DDX58	0.317
RELA	0.317
RELA	0.317
CD1B	0.317
CD1B	0.317
F2RL2	0.318
F2RL2	0.318
CCR3	0.319
CCR3	0.319
CYGB	0.319
CYGB	0.319
MMP10	0.32
MMP10	0.32
CCL18	0.32
CCL18	0.32
HP	0.321
HP	0.321
FGF21	0.322
FGF21	0.322
FGF9	0.322
FGF9	0.322
NOD2	0.323
NOD2	0.323
CYBB	0.325
CYBB	0.325
CD1A	0.325
CD1A	0.325
SYK	0.327
SYK	0.327
MAP2K7	0.327
MAP2K7	0.327
FGF8	0.327
FGF8	0.327
BGLAP	0.327
BGLAP	0.327
TNFRSF11B	0.328
TNFRSF11B	0.328
ITGB3	0.329
ITGB3	0.329
BMP4	0.33
BMP4	0.33
TNFSF10	0.33
TNFSF10	0.33
PDGFB	0.33
PDGFB	0.33
MCL1	0.33
MCL1	0.33
HCK	0.33
HCK	0.33
NPM1	0.33
NPM1	0.33
MMP8	0.33
MMP8	0.33
FGF3	0.332
FGF3	0.332
CP	0.337
CP	0.337
CCL19	0.337
CCL19	0.337
VWA1	0.338
VWA1	0.338
C3	0.339
C3	0.339
CD83	0.34
CD83	0.34
CCL13	0.34
CCL13	0.34
CCR1	0.341
CCR1	0.341
POLB	0.342
POLB	0.342
IFIH1	0.345
IFIH1	0.345
CARD9	0.347
CARD9	0.347
IL17D	0.347
IL17D	0.347
HTR3A	0.347
HTR3A	0.347
TOP1	0.347
TOP1	0.347
NT5C3A	0.347
NT5C3A	0.347
LYN	0.347
LYN	0.347
CX3CR1	0.347
CX3CR1	0.347
MRC1	0.347
MRC1	0.347
TNFRSF8	0.347
TNFRSF8	0.347
ELK4	0.348
ELK4	0.348
AFP	0.349
AFP	0.349
CBFA2T2	0.349
CBFA2T2	0.349
PTHLH	0.349
PTHLH	0.349
ESR1	0.349
ESR1	0.349
REL	0.349
REL	0.349
CD52	0.349
CD52	0.349
THRA	0.351
THRA	0.351
CCL15	0.351
CCL15	0.351
DNAJA2	0.351
DNAJA2	0.351
TIMP2	0.353
TIMP2	0.353
CMKBR6	0.354
CMKBR6	0.354
CD1D	0.354
CD1D	0.354
GPR29	0.354
GPR29	0.354
FOS	0.355
FOS	0.355
CABIN1	0.355
CABIN1	0.355
GATA2	0.355
GATA2	0.355
C5AR1	0.356
C5AR1	0.356
IL36G	0.356
IL36G	0.356
IL19	0.357
IL19	0.357
MCAM	0.358
MCAM	0.358
FGF6	0.358
FGF6	0.358
HRAS	0.358
HRAS	0.358
TNFRSF9	0.359
TNFRSF9	0.359
CAMP	0.359
CAMP	0.359
F2	0.361
F2	0.361
CLEC4E	0.361
CLEC4E	0.361
GDNF	0.362
GDNF	0.362
HMGB1	0.365
HMGB1	0.365
CASP1	0.366
CASP1	0.366
NOS2	0.367
NOS2	0.367
EMR1	0.369
EMR1	0.369
OASL	0.369
