interactor	score
CD48	0.624
CD48	0.624
CCL4L1	0.901
CCL4L1	0.901
CFTR	0.9
CFTR	0.9
CX3CL1	0.966
CX3CL1	0.966
CD74	0.394
CD74	0.394
CD4	0.404
CD4	0.404
HEBP1	0.9
HEBP1	0.9
LCP2	0.616
LCP2	0.616
ICAM3	0.369
ICAM3	0.369
TNFRSF1A	0.451
TNFRSF1A	0.451
DRD4	0.908
DRD4	0.908
TBX21	0.572
TBX21	0.572
LAG3	0.476
LAG3	0.476
MIF	0.396
MIF	0.396
OSM	0.658
OSM	0.658
MAPK1	0.928
MAPK1	0.928
IL2RB	0.417
IL2RB	0.417
RIPK3	0.355
RIPK3	0.355
GZMB	0.756
GZMB	0.756
BDKRB1	0.909
BDKRB1	0.909
NFKBIA	0.41
NFKBIA	0.41
TIMP1	0.499
TIMP1	0.499
CCL17	0.702
CCL17	0.702
AQP9	0.368
AQP9	0.368
RETN	0.607
RETN	0.607
TGFB1	0.449
TGFB1	0.449
NKG7	0.388
NKG7	0.388
HGF	0.426
HGF	0.426
C5	0.906
C5	0.906
TNFSF8	0.61
TNFSF8	0.61
MPO	0.437
MPO	0.437
CSF3	0.76
CSF3	0.76
CCL2	0.512
CCL2	0.512
CCL1	0.918
CCL1	0.918
CCL13	0.913
CCL13	0.913
CD38	0.414
CD38	0.414
CXCL6	0.952
CXCL6	0.952
IL2	0.733
IL2	0.733
SPI1	0.518
SPI1	0.518
IL10RA	0.587
IL10RA	0.587
CD69	0.556
CD69	0.556
IFNG	0.777
IFNG	0.777
GAPDH	0.476
GAPDH	0.476
GNB3	0.902
GNB3	0.902
GZMK	0.389
GZMK	0.389
GRM6	0.9
GRM6	0.9
IL4	0.745
IL4	0.745
IL5	0.723
IL5	0.723
GNB4	0.9
GNB4	0.9
PLEK	0.636
PLEK	0.636
OPRD1	0.915
OPRD1	0.915
SELL	0.516
SELL	0.516
TAS2R8	0.9
TAS2R8	0.9
KLRK1	0.429
KLRK1	0.429
TAS2R10	0.9
TAS2R10	0.9
TAS2R7	0.9
TAS2R7	0.9
TAS2R9	0.9
TAS2R9	0.9
TNFSF10	0.444
TNFSF10	0.444
SRGN	0.363
SRGN	0.363
EGR2	0.398
EGR2	0.398
PLCG1	0.906
PLCG1	0.906
TREM1	0.557
TREM1	0.557
IRF1	0.511
IRF1	0.511
C3	0.922
C3	0.922
S1PR4	0.92
S1PR4	0.92
HCST	0.359
HCST	0.359
CCR7	0.969
CCR7	0.969
TAS2R3	0.9
TAS2R3	0.9
TAS2R4	0.9
TAS2R4	0.9
TAS2R5	0.907
TAS2R5	0.907
GNG13	0.9
GNG13	0.9
GNG11	0.902
GNG11	0.902
GNGT1	0.9
GNGT1	0.9
MCHR1	0.908
MCHR1	0.908
GALR3	0.908
GALR3	0.908
TAS2R16	0.9
TAS2R16	0.9
ACKR4	0.462
ACKR4	0.462
CD68	0.513
CD68	0.513
RAF1	0.903
RAF1	0.903
RARA	0.354
RARA	0.354
SSTR4	0.909
SSTR4	0.909
CRP	0.474
CRP	0.474
NMUR2	0.908
NMUR2	0.908
HRH4	0.912
HRH4	0.912
MTNR1B	0.908
MTNR1B	0.908
OASL	0.379
OASL	0.379
IL1RN	0.616
IL1RN	0.616
GABBR2	0.9
GABBR2	0.9
CCL21	0.912
CCL21	0.912
CCL27	0.945
CCL27	0.945
TLR2	0.673
TLR2	0.673
ADCY3	0.9
ADCY3	0.9
GNB5	0.9
GNB5	0.9
YY1	0.491
YY1	0.491
SLC9A3R1	0.9
SLC9A3R1	0.9
TYROBP	0.632
TYROBP	0.632
MAP2K2	0.9
MAP2K2	0.9
MAPK3	0.937
MAPK3	0.937
ITGAE	0.398
ITGAE	0.398
IL1A	0.719
IL1A	0.719
IL1B	0.936
IL1B	0.936
IFIH1	0.432
IFIH1	0.432
SELP	0.422
SELP	0.422
IL7	0.72
IL7	0.72
GNLY	0.411
