interactor	score
GGTLC3	0.498
GGTLC3	0.498
GFAP	0.499
GFAP	0.499
CD24	0.509
CD24	0.509
B2M	0.51
B2M	0.51
KLRC1	0.517
KLRC1	0.517
RAG2	0.519
RAG2	0.519
ELANE	0.525
ELANE	0.525
ALOX5AP	0.526
ALOX5AP	0.526
FLT3LG	0.535
FLT3LG	0.535
CTSO	0.54
CTSO	0.54
DDIT3	0.544
DDIT3	0.544
CD200	0.545
CD200	0.545
VDR	0.557
VDR	0.557
ACKR2	0.581
ACKR2	0.581
PECAM1	0.583
PECAM1	0.583
CCR3	0.583
CCR3	0.583
NFAT5	0.587
NFAT5	0.587
TRAF6	0.6
TRAF6	0.6
CYSLTR1	0.605
CYSLTR1	0.605
TNFRSF9	0.609
TNFRSF9	0.609
MARCH1	0.61
MARCH1	0.61
BDNF	0.613
BDNF	0.613
CCL18	0.621
CCL18	0.621
HIF1A	0.624
HIF1A	0.624
GHR	0.636
GHR	0.636
IL11RA	0.64
IL11RA	0.64
ENSG00000255819	0.653
ENSG00000255819	0.653
CIITA	0.657
CIITA	0.657
NCAM1	0.659
NCAM1	0.659
ICOSL	0.665
ICOSL	0.665
PRLR	0.67
PRLR	0.67
CCL4L1	0.7
CCL4L1	0.7
CASP1	0.701
CASP1	0.701
DDX41	0.722
DDX41	0.722
NELFCD	0.741
NELFCD	0.741
IRF3	0.76
IRF3	0.76
CD19	0.764
CD19	0.764
TLR5	0.798
TLR5	0.798
MRC1	0.81
MRC1	0.81
HLA-G	0.822
HLA-G	0.822
AKT1	0.828
AKT1	0.828
IL12RB1	0.831
IL12RB1	0.831
ITGAX	0.835
ITGAX	0.835
IL22	0.845
IL22	0.845
IDO1	0.877
IDO1	0.877
ENSG00000173366	0.883
ENSG00000173366	0.883
VEGFA	0.885
VEGFA	0.885
ITGAM	0.897
ITGAM	0.897
FPR1	0.928
FPR1	0.928
CCL3L3	0.937
CCL3L3	0.937
TYK2	0.96
TYK2	0.96
CXCL2	0.979
CXCL2	0.979
CCL4	0.98
CCL4	0.98
CCL3	0.982
CCL3	0.982
CCL5	0.993
CCL5	0.993
CX3CL1	0.676
CX3CL1	0.676
CD4	0.543
CD4	0.543
DCN	0.598
DCN	0.598
GRN	0.587
GRN	0.587
ICAM3	0.529
ICAM3	0.529
TNFRSF1A	0.965
TNFRSF1A	0.965
BCL3	0.643
BCL3	0.643
NTN1	0.515
NTN1	0.515
TBX21	0.809
TBX21	0.809
LAG3	0.678
LAG3	0.678
MADCAM1	0.643
MADCAM1	0.643
MIF	0.641
MIF	0.641
OSM	0.532
OSM	0.532
MAPK1	0.777
MAPK1	0.777
HMOX1	0.868
HMOX1	0.868
IL2RB	0.82
IL2RB	0.82
GZMB	0.818
GZMB	0.818
NFKBIA	0.521
NFKBIA	0.521
TIMP1	0.979
TIMP1	0.979
MMP2	0.584
MMP2	0.584
CCL22	0.971
CCL22	0.971
CCL17	0.702
CCL17	0.702
MEFV	0.655
MEFV	0.655
DECR1	0.59
DECR1	0.59
RELB	0.548
RELB	0.548
RETN	0.605
RETN	0.605
TGFB1	0.82
TGFB1	0.82
EPOR	0.683
EPOR	0.683
HGF	0.653
HGF	0.653
NOD1	0.565
NOD1	0.565
SERPINE1	0.578
SERPINE1	0.578
MPO	0.772
MPO	0.772
CSF3	0.987
CSF3	0.987
CCL2	0.995
CCL2	0.995
CCL1	0.573
CCL1	0.573
CD38	0.635
CD38	0.635
CXCL6	0.646
CXCL6	0.646
NFKB1	0.502
NFKB1	0.502
IL2	0.957
IL2	0.957
SPI1	0.525
SPI1	0.525
IL10RA	0.998
IL10RA	0.998
KITLG	0.548
KITLG	0.548
CD69	0.835
CD69	0.835
IL23A	0.796
IL23A	0.796
IFNG	0.946
IFNG	0.946
GAPDH	0.723
GAPDH	0.723
AICDA	0.662
AICDA	0.662
MAPK14	0.754
MAPK14	0.754
IL12B	0.966
IL12B	0.966
IL4	0.972
IL4	0.972
IL5	0.922
IL5	0.922
NR3C1	0.77
NR3C1	0.77
SLC11A1	0.506
SLC11A1	0.506
SELL	0.734
SELL	0.734
MMP8	0.532
MMP8	0.532
DUSP1	0.718
DUSP1	0.718
EGR1	0.605
EGR1	0.605
KLRK1	0.654
KLRK1	0.654
CAT	0.595
CAT	0.595
TNFSF10	0.51
TNFSF10	0.51
FLT3	0.495
FLT3	0.495
MYOG	0.515
MYOG	0.515
AHR	0.745
AHR	0.745
IL9R	0.72
IL9R	0.72
TREM1	0.567
TREM1	0.567
IRF1	0.593
IRF1	0.593
CD70	0.51
CD70	0.51
C3	0.55
C3	0.55
CCR7	0.732
CCR7	0.732
VIL1	0.584
VIL1	0.584
LIF	0.952
LIF	0.952
CD68	0.767
CD68	0.767
APOE	0.751
APOE	0.751
EPO	0.706
EPO	0.706
RARA	0.504
RARA	0.504
LGALS3	0.547
LGALS3	0.547
CRP	0.873
CRP	0.873
PDGFRA	0.649
PDGFRA	0.649
NT5E	0.633
