interactor	score
TAC3	0.275
TAC3	0.275
CCL18	0.297
CCL18	0.297
TNFRSF9	0.368
TNFRSF9	0.368
TNFAIP3	0.389
TNFAIP3	0.389
NCAM1	0.398
NCAM1	0.398
CD48	0.407
CD48	0.407
BTK	0.43
BTK	0.43
ENSG00000255819	0.438
ENSG00000255819	0.438
CCL4L1	0.484
CCL4L1	0.484
ALOX5AP	0.486
ALOX5AP	0.486
VEGFA	0.792
VEGFA	0.792
CCL3L3	0.952
CCL3L3	0.952
CCL4	0.983
CCL4	0.983
CX3CL1	0.698
CX3CL1	0.698
CD74	0.317
CD74	0.317
CD4	0.356
CD4	0.356
LCP2	0.354
LCP2	0.354
ICAM3	0.306
ICAM3	0.306
TNFRSF1A	0.434
TNFRSF1A	0.434
TBX21	0.503
TBX21	0.503
LAG3	0.301
LAG3	0.301
THPO	0.311
THPO	0.311
MIF	0.453
MIF	0.453
OSM	0.62
OSM	0.62
MAPK1	0.349
MAPK1	0.349
HMOX1	0.298
HMOX1	0.298
IL2RB	0.321
IL2RB	0.321
RIPK3	0.316
RIPK3	0.316
CTSG	0.3
CTSG	0.3
GZMB	0.602
GZMB	0.602
NFKBIA	0.457
NFKBIA	0.457
TIMP1	0.5
TIMP1	0.5
MMP2	0.634
MMP2	0.634
AQP9	0.273
AQP9	0.273
DECR1	0.359
DECR1	0.359
RELB	0.339
RELB	0.339
RETN	0.379
RETN	0.379
TGFB1	0.607
TGFB1	0.607
NKG7	0.267
NKG7	0.267
HGF	0.425
HGF	0.425
SERPINE1	0.369
SERPINE1	0.369
TNFSF8	0.509
TNFSF8	0.509
MPO	0.523
MPO	0.523
EPX	0.259
EPX	0.259
CSF3	0.764
CSF3	0.764
CD38	0.379
CD38	0.379
CXCL6	0.581
CXCL6	0.581
PF4V1	0.32
PF4V1	0.32
NFKB1	0.35
NFKB1	0.35
IL2	0.724
IL2	0.724
SPI1	0.439
SPI1	0.439
IL10RA	0.536
IL10RA	0.536
SLC15A3	0.274
SLC15A3	0.274
KITLG	0.475
KITLG	0.475
CD69	0.541
CD69	0.541
SELPLG	0.337
SELPLG	0.337
IL23A	0.352
IL23A	0.352
IFNG	0.769
IFNG	0.769
GAPDH	0.533
GAPDH	0.533
KLRB1	0.268
KLRB1	0.268
MAPK14	0.3
MAPK14	0.3
MEP1A	0.299
MEP1A	0.299
HBEGF	0.279
HBEGF	0.279
GZMK	0.266
GZMK	0.266
IL4	0.747
IL4	0.747
IL5	0.727
IL5	0.727
SLC11A1	0.302
SLC11A1	0.302
PLEK	0.581
PLEK	0.581
SELL	0.546
SELL	0.546
MMP8	0.43
MMP8	0.43
DUSP1	0.31
DUSP1	0.31
EGR1	0.315
EGR1	0.315
KLRK1	0.441
KLRK1	0.441
CAT	0.267
CAT	0.267
TNFSF10	0.386
TNFSF10	0.386
FLT3	0.313
FLT3	0.313
SRGN	0.612
SRGN	0.612
EGR2	0.492
EGR2	0.492
TNFAIP6	0.286
TNFAIP6	0.286
TREM1	0.536
TREM1	0.536
IRF1	0.418
IRF1	0.418
PTGER2	0.269
PTGER2	0.269
TNFSF9	0.284
TNFSF9	0.284
C3	0.284
C3	0.284
CCR7	0.869
CCR7	0.869
PYCARD	0.259
PYCARD	0.259
LIF	0.33
LIF	0.33
ACKR4	0.416
ACKR4	0.416
CD68	0.615
CD68	0.615
CLEC11A	0.268
CLEC11A	0.268
ART1	0.282
ART1	0.282
APOE	0.347
APOE	0.347
BST2	0.3
BST2	0.3
RARA	0.4
RARA	0.4
LGALS3	0.334
LGALS3	0.334
CLEC10A	0.279
CLEC10A	0.279
CRP	0.452
CRP	0.452
CD180	0.275
CD180	0.275
OASL	0.329
OASL	0.329
LMO2	0.424
LMO2	0.424
IL36G	0.294
IL36G	0.294
IL1RN	0.63
IL1RN	0.63
IL36A	0.269
IL36A	0.269
IL36B	0.29
IL36B	0.29
CCL27	0.51
CCL27	0.51
TLR2	0.709
TLR2	0.709
MMP7	0.264
MMP7	0.264
MMP13	0.37
MMP13	0.37
IRAK3	0.28
IRAK3	0.28
CCND2	0.43
CCND2	0.43
GALC	0.299
GALC	0.299
MSR1	0.359
MSR1	0.359
CD33	0.318
CD33	0.318
COTL1	0.362
COTL1	0.362
TYROBP	0.495
TYROBP	0.495
TIMP2	0.281
TIMP2	0.281
MAPK3	0.426
MAPK3	0.426
MAP3K8	0.259
MAP3K8	0.259
ITGAE	0.384
ITGAE	0.384
IL1A	0.705
IL1A	0.705
IL1B	0.945
IL1B	0.945
LY75	0.35
LY75	0.35
IFIH1	0.407
IFIH1	0.407
SELP	0.472
SELP	0.472
IL7	0.694
IL7	0.694
GNLY	0.3
GNLY	0.3
TNFRSF8	0.324
TNFRSF8	0.324
FCER2	0.323
FCER2	0.323
CYTIP	0.306
CYTIP	0.306
CD80	0.678
CD80	0.678
IL21	0.385
IL21	0.385
FGF2	0.702
FGF2	0.702
IL11	0.422
IL11	0.422
STAT3	0.946
STAT3	0.946
ICAM1	0.679
ICAM1	0.679
ZAP70	0.313
ZAP70	0.313
EGF	0.472
EGF	0.472
IDE	0.876
IDE	0.876
ITIH4	0.459
ITIH4	0.459
CD27	0.388
CD27	0.388
BCL2A1	0.493
BCL2A1	0.493
IRF8	0.455
IRF8	0.455
SPG7	0.275
SPG7	0.275
MEP1B	0.311
MEP1B	0.311
TP53	0.284
TP53	0.284
IFNAR1	0.328
IFNAR1	0.328
CD53	0.384
CD53	0.384
FCGR2A	0.489
FCGR2A	0.489
ACKR3	0.355
ACKR3	0.355
GZMA	0.39
GZMA	0.39
IL9	0.689
IL9	0.689
IFNA1	0.671
IFNA1	0.671
MMP10	0.26
MMP10	0.26
IL18	0.694
IL18	0.694
TNFSF4	0.301
TNFSF4	0.301
THY1	0.272
THY1	0.272
LY96	0.308
LY96	0.308
SAMSN1	0.351
SAMSN1	0.351
CSF1R	0.487
CSF1R	0.487
CXCL13	0.69
CXCL13	0.69
KIT	0.296
KIT	0.296
CD1A	0.29
CD1A	0.29
NCF1	0.265
NCF1	0.265
FCER1G	0.345
FCER1G	0.345
IL10RB	0.309
IL10RB	0.309
S100B	0.349
S100B	0.349
NCR1	0.381
NCR1	0.381
CXCR5	0.87
CXCR5	0.87
CCR2	0.903
CCR2	0.903
CCR5	0.986
CCR5	0.986
CXCL16	0.591
CXCL16	0.591
LAPTM5	0.313
LAPTM5	0.313
VCAM1	0.579
VCAM1	0.579
REL	0.272
REL	0.272
CXCR1	0.85
CXCR1	0.85
RETNLB	0.309
RETNLB	0.309
ALB	0.495
ALB	0.495
PTX3	0.259
PTX3	0.259
CXCL3	0.705
CXCL3	0.705
CXCL5	0.743
CXCL5	0.743
PPBP	0.57
PPBP	0.57
PF4	0.619
PF4	0.619
CCR1	0.977
CCR1	0.977
CAMP	0.35
CAMP	0.35
ANXA5	0.266
ANXA5	0.266
IL15	0.702
IL15	0.702
TLR3	0.584
TLR3	0.584
IL3	0.655
IL3	0.655
CSF2	0.793
CSF2	0.793
TNFRSF11B	0.398
TNFRSF11B	0.398
DEFA4	0.382
DEFA4	0.382
DEFA6	0.298
DEFA6	0.298
DEFB1	0.288
DEFB1	0.288
HPRT1	0.341
HPRT1	0.341
CLEC4E	0.37
CLEC4E	0.37
CLEC4D	0.341
CLEC4D	0.341
MMP3	0.453
MMP3	0.453
STAT6	0.347
STAT6	0.347
NOD2	0.416
NOD2	0.416
C3AR1	0.45
C3AR1	0.45
CCL11	0.271
CCL11	0.271
BCL2L1	0.259
BCL2L1	0.259
CLEC7A	0.467
CLEC7A	0.467
IGF1	0.311
IGF1	0.311
PTGER4	0.268
PTGER4	0.268
IL16	0.608
IL16	0.608
RNASE2	0.303
RNASE2	0.303
TACR1	0.381
TACR1	0.381
CTLA4	0.545
CTLA4	0.545
CD14	0.362
CD14	0.362
ADORA2B	0.481
ADORA2B	0.481
IL13	0.851
IL13	0.851
CEBPB	0.52
CEBPB	0.52
CXCL10	0.907
CXCL10	0.907
IL7R	0.325
IL7R	0.325
SLAMF1	0.423
SLAMF1	0.423
FOS	0.387
FOS	0.387
CXCL8	0.866
CXCL8	0.866
CXCL11	0.742
CXCL11	0.742
COMMD1	0.295
COMMD1	0.295
CCL19	0.715
CCL19	0.715
TLR10	0.533
TLR10	0.533
CD34	0.448
CD34	0.448
XCR1	0.812
XCR1	0.812
CASP3	0.333
CASP3	0.333
CD200R1	0.293
CD200R1	0.293
EMR1	0.377
EMR1	0.377
CMKLR1	0.318
CMKLR1	0.318
HAVCR2	0.37
HAVCR2	0.37
TLR8	0.626
TLR8	0.626
CD84	0.268
CD84	0.268
LEP	0.405
LEP	0.405
C1QB	0.365
C1QB	0.365
CD209	0.426
CD209	0.426
STAT2	0.261
STAT2	0.261
CXCR2	0.923
CXCR2	0.923
CD276	0.3
CD276	0.3
IL17RA	0.365
IL17RA	0.365
TAC1	0.258
TAC1	0.258
FGF13	0.578
FGF13	0.578
MMP1	0.343
MMP1	0.343
CD28	0.483
CD28	0.483
NFKBIZ	0.334
NFKBIZ	0.334
CCR8	0.819
CCR8	0.819
NOS2	0.444
NOS2	0.444
CSF1	0.64
CSF1	0.64
IL3RA	0.327
IL3RA	0.327
TNFRSF18	0.305
TNFRSF18	0.305
DEFA3	0.401
DEFA3	0.401
SOCS1	0.354
SOCS1	0.354
DEFA5	0.293
DEFA5	0.293
SOCS3	0.434
SOCS3	0.434
IL1R2	0.441
IL1R2	0.441
IKZF1	0.283
IKZF1	0.283
SELE	0.482
SELE	0.482
CD86	0.717
CD86	0.717
CCR10	0.728
CCR10	0.728
CCR4	0.818
CCR4	0.818
LAMP1	0.306
LAMP1	0.306
MX2	0.257
MX2	0.257
PDCD1	0.362
PDCD1	0.362
HSP90AA1	0.268
HSP90AA1	0.268
ADORA2A	0.542
ADORA2A	0.542
CXCL14	0.452
CXCL14	0.452
NLRP3	0.53
NLRP3	0.53
IL17F	0.431
IL17F	0.431
IL21R	0.26
IL21R	0.26
KIR2DL4	0.274
KIR2DL4	0.274
TSLP	0.363
TSLP	0.363
FGFR3	0.44
FGFR3	0.44
SIGLEC1	0.341
SIGLEC1	0.341
STAT5A	0.295
STAT5A	0.295
FPR3	0.298
FPR3	0.298
SLPI	0.283
SLPI	0.283
NCR3	0.345
NCR3	0.345
OAS2	0.314
OAS2	0.314
CD5	0.303
CD5	0.303
GPR29	0.586
GPR29	0.586
IL17A	0.745
IL17A	0.745
ATF3	0.319
ATF3	0.319
HMGB1	0.306
HMGB1	0.306
CTSB	0.276
CTSB	0.276
FN1	0.45
FN1	0.45
C5AR1	0.387
C5AR1	0.387
FAS	0.3
FAS	0.3
ITGAL	0.451
ITGAL	0.451
ARG1	0.451
ARG1	0.451
KLRG1	0.263
KLRG1	0.263
IRF5	0.338
IRF5	0.338
ACTB	0.293
ACTB	0.293
CCRL2	0.662
CCRL2	0.662
CCR9	0.77
CCR9	0.77
NF1	0.345
NF1	0.345
CX3CR1	0.844
CX3CR1	0.844
FCGR2B	0.542
FCGR2B	0.542
CCL20	0.742
CCL20	0.742
CD163	0.521
CD163	0.521
HLA-DRB1	0.261
HLA-DRB1	0.261
CD300A	0.293
CD300A	0.293
TLR9	0.601
TLR9	0.601
MPEG1	0.314
MPEG1	0.314
STAT1	0.496
STAT1	0.496
CD3E	0.308
CD3E	0.308
CXCL9	0.85
CXCL9	0.85
TLR1	0.602
TLR1	0.602
DUSP10	0.257
DUSP10	0.257
TGFB2	0.284
TGFB2	0.284
TAGAP	0.274
TAGAP	0.274
CHIT1	0.261
CHIT1	0.261
ADORA1	0.475
ADORA1	0.475
RGS1	0.659
RGS1	0.659
PTGS2	0.544
PTGS2	0.544
NCF2	0.355
NCF2	0.355
FASLG	0.445
FASLG	0.445
IFNGR1	0.261
IFNGR1	0.261
XCL1	0.707
XCL1	0.707
XCL2	0.677
XCL2	0.677
FCGR3A	0.354
FCGR3A	0.354
CD244	0.32
CD244	0.32
ACKR1	0.39
ACKR1	0.39
MNDA	0.303
MNDA	0.303
CD1E	0.29
CD1E	0.29
CD1B	0.295
CD1B	0.295
CD1C	0.432
CD1C	0.432
CD1D	0.375
CD1D	0.375
BGLAP	0.493
BGLAP	0.493
IL6R	0.383
IL6R	0.383
S100A8	0.297
S100A8	0.297
S100A12	0.262
S100A12	0.262
S100A9	0.326
S100A9	0.326
CTSS	0.341
CTSS	0.341
PRDM1	0.332
PRDM1	0.332
FCGR1A	0.445
FCGR1A	0.445
CD2	0.296
CD2	0.296
CD58	0.278
CD58	0.278
NGF	0.393
NGF	0.393
ADORA3	0.51
ADORA3	0.51
NFKB2	0.309
NFKB2	0.309
IRAK1	0.293
IRAK1	0.293
GBP2	0.299
GBP2	0.299
CD40LG	0.58
CD40LG	0.58
IFI44	0.268
IFI44	0.268
ENTPD1	0.27
ENTPD1	0.27
JUN	0.388
JUN	0.388
IL13RA1	0.289
IL13RA1	0.289
IFIT1	0.327
IFIT1	0.327
IFIT3	0.326
