interactor	score
ADORA3	0.349
ADORA3	0.349
IFNA2	0.349
IFNA2	0.349
MMP14	0.351
MMP14	0.351
TREM2	0.351
TREM2	0.351
FKBP5	0.351
FKBP5	0.351
RELA	0.351
RELA	0.351
TMEM219	0.352
TMEM219	0.352
TNIP1	0.353
TNIP1	0.353
RUNX3	0.354
RUNX3	0.354
LCK	0.354
LCK	0.354
OCLN	0.355
OCLN	0.355
IRF3	0.355
IRF3	0.355
ENTPD1	0.355
ENTPD1	0.355
CXCR6	0.356
CXCR6	0.356
CDKN2A	0.357
CDKN2A	0.357
IFNL1	0.357
IFNL1	0.357
TNFRSF25	0.357
TNFRSF25	0.357
NFKB2	0.358
NFKB2	0.358
IRAK1	0.359
IRAK1	0.359
PLG	0.359
PLG	0.359
CD207	0.36
CD207	0.36
ACTB	0.361
ACTB	0.361
IL17RE	0.371
IL17RE	0.371
FAS	0.373
FAS	0.373
SERPINB9	0.375
SERPINB9	0.375
ZBTB32	0.375
ZBTB32	0.375
DDX58	0.376
DDX58	0.376
KLRD1	0.376
KLRD1	0.376
CD200	0.378
CD200	0.378
MBP	0.379
MBP	0.379
CEBPB	0.38
CEBPB	0.38
TTC4	0.382
TTC4	0.382
PIK3R1	0.382
PIK3R1	0.382
CRHR1	0.385
CRHR1	0.385
AIF1	0.386
AIF1	0.386
EDN1	0.386
EDN1	0.386
IRF5	0.388
IRF5	0.388
SRC	0.392
SRC	0.392
XCL1	0.394
XCL1	0.394
IL32	0.398
IL32	0.398
LOR	0.398
LOR	0.398
IFNL2	0.398
IFNL2	0.398
BDNF	0.398
BDNF	0.398
CD3E	0.399
CD3E	0.399
CCR10	0.4
CCR10	0.4
SPINK5	0.4
SPINK5	0.4
DEFB103B	0.402
DEFB103B	0.402
FGF13	0.402
FGF13	0.402
SERPINB6	0.402
SERPINB6	0.402
STAT2	0.403
STAT2	0.403
ATP7A	0.403
ATP7A	0.403
PDCD1	0.405
PDCD1	0.405
PECAM1	0.406
PECAM1	0.406
LTB4R	0.406
LTB4R	0.406
HAVCR2	0.408
HAVCR2	0.408
NCR2	0.41
NCR2	0.41
ADIPOQ	0.41
ADIPOQ	0.41
MCIDAS	0.412
MCIDAS	0.412
NFAM1	0.412
NFAM1	0.412
DEFB103A	0.412
DEFB103A	0.412
CASP3	0.413
CASP3	0.413
CD200R1	0.416
CD200R1	0.416
EOMES	0.416
EOMES	0.416
SEMA4C	0.417
SEMA4C	0.417
TRAF6	0.418
TRAF6	0.418
CD2	0.418
CD2	0.418
SIGLEC8	0.42
SIGLEC8	0.42
SPDEF	0.42
SPDEF	0.42
IL1R2	0.42
IL1R2	0.42
ICOS	0.421
ICOS	0.421
OXTR	0.421
OXTR	0.421
FLT3LG	0.422
FLT3LG	0.422
CCR9	0.422
CCR9	0.422
ELANE	0.422
ELANE	0.422
IL1RAP	0.422
IL1RAP	0.422
HMGB1	0.424
HMGB1	0.424
SMAD3	0.424
SMAD3	0.424
IL24	0.424
IL24	0.424
CD5	0.424
CD5	0.424
CHIT1	0.428
