interactor	score
CDC42	0.212
CDC42	0.212
CD3E	0.212
CD3E	0.212
RHOA	0.212
RHOA	0.212
DIAPH1	0.212
DIAPH1	0.212
KCNMB1	0.212
KCNMB1	0.212
HAVCR1	0.212
HAVCR1	0.212
CD1C	0.212
CD1C	0.212
C3AR1	0.213
C3AR1	0.213
ITGB6	0.213
ITGB6	0.213
MUC5B	0.213
MUC5B	0.213
IL18BP	0.213
IL18BP	0.213
SDC1	0.214
SDC1	0.214
TNFRSF25	0.214
TNFRSF25	0.214
S100A7	0.215
S100A7	0.215
NFATC2	0.215
NFATC2	0.215
RETNLB	0.216
RETNLB	0.216
TRAF6	0.216
TRAF6	0.216
ADAM33	0.216
ADAM33	0.216
CSF1R	0.217
CSF1R	0.217
SRC	0.218
SRC	0.218
HNMT	0.219
HNMT	0.219
PECAM1	0.219
PECAM1	0.219
LBR	0.219
LBR	0.219
IGF2	0.22
IGF2	0.22
ITGA4	0.22
ITGA4	0.22
MUC7	0.22
MUC7	0.22
MMP12	0.22
MMP12	0.22
CABP1	0.221
CABP1	0.221
PMCH	0.221
PMCH	0.221
CDON	0.221
CDON	0.221
SCGB3A2	0.221
SCGB3A2	0.221
ORMDL3	0.221
ORMDL3	0.221
PLA2G7	0.221
PLA2G7	0.221
IRS1	0.222
IRS1	0.222
CDKN1C	0.222
CDKN1C	0.222
BMP7	0.222
BMP7	0.222
TOX	0.222
TOX	0.222
DROSHA	0.222
DROSHA	0.222
FN1	0.222
FN1	0.222
AGTR1	0.222
AGTR1	0.222
MAPK8	0.223
MAPK8	0.223
CXCR6	0.223
CXCR6	0.223
PF4	0.223
PF4	0.223
RUNX3	0.224
RUNX3	0.224
CD2	0.224
CD2	0.224
CXCL16	0.224
CXCL16	0.224
HPRT1	0.225
HPRT1	0.225
SERPINB1	0.225
SERPINB1	0.225
LYST	0.226
LYST	0.226
TGFA	0.226
TGFA	0.226
PRKCA	0.226
PRKCA	0.226
FAM26D	0.227
FAM26D	0.227
FURIN	0.227
FURIN	0.227
CCL15	0.227
CCL15	0.227
AXL	0.227
AXL	0.227
CDKN3	0.228
CDKN3	0.228
IRF7	0.228
IRF7	0.228
IRS2	0.229
IRS2	0.229
PTER	0.229
PTER	0.229
PIK3R1	0.229
PIK3R1	0.229
EPS15	0.23
EPS15	0.23
SOS1	0.23
SOS1	0.23
IL1R2	0.23
IL1R2	0.23
PRAM1	0.23
PRAM1	0.23
PHF11	0.23
PHF11	0.23
TGFB2	0.23
TGFB2	0.23
GP1BA	0.231
GP1BA	0.231
RHOG	0.231
RHOG	0.231
S100B	0.234
S100B	0.234
SGK1	0.236
SGK1	0.236
PDCD1LG2	0.236
PDCD1LG2	0.236
TNFSF14	0.236
TNFSF14	0.236
IGF1	0.236
IGF1	0.236
PARK7	0.236
PARK7	0.236
GATA1	0.237
GATA1	0.237
RHOH	0.237
RHOH	0.237
CYSLTR1	0.237
CYSLTR1	0.237
IRF5	0.237
IRF5	0.237
PDCD4	0.237
PDCD4	0.237
ANXA5	0.237
ANXA5	0.237
KCNS3	0.237
KCNS3	0.237
PDGFB	0.237
PDGFB	0.237
SNRNP70	0.237
SNRNP70	0.237
IL32	0.237
IL32	0.237
TCF7	0.238
TCF7	0.238
NPSR1	0.238
NPSR1	0.238
LTB4R	0.239
LTB4R	0.239
ALCAM	0.24
ALCAM	0.24
BCL2L1	0.24
BCL2L1	0.24
PRL	0.242
PRL	0.242
CLEC7A	0.242
CLEC7A	0.242
FAS	0.242
FAS	0.242
CNTF	0.242
CNTF	0.242
JUN	0.243
JUN	0.243
YARS	0.243
YARS	0.243
SOCS2	0.243
SOCS2	0.243
ONECUT1	0.243
ONECUT1	0.243
PRDM1	0.243
PRDM1	0.243
CCR1	0.244
CCR1	0.244
IL17D	0.244
IL17D	0.244
ANKFN1	0.244
ANKFN1	0.244
NCR2	0.245
NCR2	0.245
CLCF1	0.245
CLCF1	0.245
NFIL3	0.245
NFIL3	0.245
CTF1	0.248
CTF1	0.248
RAC1	0.25
RAC1	0.25
CADM1	0.25
CADM1	0.25
MLLT4	0.25
MLLT4	0.25
FLG	0.25
FLG	0.25
RND1	0.25
RND1	0.25
PTGDR	0.252
PTGDR	0.252
CX3CR1	0.252
CX3CR1	0.252
IFNA1	0.252
IFNA1	0.252
RHOJ	0.252
RHOJ	0.252
DHFR	0.254
DHFR	0.254
RHOC	0.254
RHOC	0.254
RHOD	0.254
RHOD	0.254
CRB1	0.254
CRB1	0.254
RND3	0.254
RND3	0.254
RND2	0.254
RND2	0.254
ZFYVE9	0.254
ZFYVE9	0.254
ICOS	0.254
ICOS	0.254
COL4A1	0.254
COL4A1	0.254
FOXO3	0.255
FOXO3	0.255
CCR10	0.256
CCR10	0.256
LCK	0.256
LCK	0.256
SELE	0.256
SELE	0.256
CASP1	0.256
CASP1	0.256
CASP8	0.258
CASP8	0.258
