interactor	score
IRF3	0.678
IRF3	0.678
CISH	0.679
CISH	0.679
ZFP36	0.686
ZFP36	0.686
GHR	0.687
GHR	0.687
DDX41	0.688
DDX41	0.688
CLDN2	0.689
CLDN2	0.689
DDIT3	0.692
DDIT3	0.692
ENSG00000258555	0.693
ENSG00000258555	0.693
ENSG00000264813	0.693
ENSG00000264813	0.693
TRAF6	0.695
TRAF6	0.695
CD44	0.696
CD44	0.696
IGF2	0.698
IGF2	0.698
HRAS	0.699
HRAS	0.699
TNFRSF9	0.706
TNFRSF9	0.706
IL5RA	0.706
IL5RA	0.706
NFATC1	0.706
NFATC1	0.706
CYP2E1	0.707
CYP2E1	0.707
MUC1	0.707
MUC1	0.707
SOCS7	0.71
SOCS7	0.71
ADM	0.713
ADM	0.713
CD19	0.714
CD19	0.714
ANGPT1	0.714
ANGPT1	0.714
FGF21	0.725
FGF21	0.725
IL11RA	0.728
IL11RA	0.728
AGTR1	0.733
AGTR1	0.733
IL22	0.736
IL22	0.736
PGF	0.738
PGF	0.738
CSF2RA	0.744
CSF2RA	0.744
PTPRC	0.749
PTPRC	0.749
CDKN2A	0.752
CDKN2A	0.752
CCL4L1	0.754
CCL4L1	0.754
VEGFC	0.759
VEGFC	0.759
SOD2	0.762
SOD2	0.762
ESR1	0.769
ESR1	0.769
CASP1	0.78
CASP1	0.78
ELANE	0.793
ELANE	0.793
TLR6	0.796
TLR6	0.796
IKBKB	0.796
IKBKB	0.796
CREB1	0.798
CREB1	0.798
IL12RB1	0.803
IL12RB1	0.803
LTA	0.806
LTA	0.806
ITGAX	0.808
ITGAX	0.808
CXCR4	0.809
CXCR4	0.809
BDNF	0.811
BDNF	0.811
MRC1	0.814
MRC1	0.814
CCL4	0.829
CCL4	0.829
PTHLH	0.83
PTHLH	0.83
ITGAM	0.833
ITGAM	0.833
MYD88	0.836
MYD88	0.836
IL1R1	0.846
IL1R1	0.846
MYC	0.85
MYC	0.85
IDO1	0.853
IDO1	0.853
TLR5	0.873
TLR5	0.873
ENSG00000173366	0.876
ENSG00000173366	0.876
AKT1	0.888
AKT1	0.888
HAMP	0.892
HAMP	0.892
ANAPC15	0.9
ANAPC15	0.9
FAM20A	0.9
FAM20A	0.9
MXRA8	0.9
MXRA8	0.9
ANAPC16	0.9
ANAPC16	0.9
NOTUM	0.9
NOTUM	0.9
ANAPC10	0.9
ANAPC10	0.9
ANAPC4	0.9
ANAPC4	0.9
ANAPC7	0.9
ANAPC7	0.9
CDC27	0.901
CDC27	0.901
SPARCL1	0.903
SPARCL1	0.903
EHMT1	0.903
EHMT1	0.903
TGOLN2	0.904
TGOLN2	0.904
PRKCSH	0.904
PRKCSH	0.904
VWA1	0.905
VWA1	0.905
MEPE	0.906
MEPE	0.906
LAMB2	0.907
LAMB2	0.907
LTBP1	0.91
LTBP1	0.91
SOS1	0.915
SOS1	0.915
NUCB1	0.915
NUCB1	0.915
CCL3	0.916
CCL3	0.916
APOA5	0.918
APOA5	0.918
TF	0.918
TF	0.918
DNAJC3	0.919
DNAJC3	0.919
SHC1	0.929
SHC1	0.929
CALU	0.93
CALU	0.93
CXCL2	0.932
CXCL2	0.932
MAP2K6	0.932
MAP2K6	0.932
CCL5	0.934
CCL5	0.934
VAV1	0.937
VAV1	0.937
CYR61	0.94
CYR61	0.94
HCK	0.942
HCK	0.942
C4A	0.944
C4A	0.944
ADIPOQ	0.946
ADIPOQ	0.946
AHSG	0.947
AHSG	0.947
JAK3	0.959
JAK3	0.959
VEGFA	0.959
VEGFA	0.959
TYK2	0.961
TYK2	0.961
SERPINA1	0.971
SERPINA1	0.971
TNF	0.984
TNF	0.984
IL10	0.997
IL10	0.997
FUCA2	0.9
FUCA2	0.9
TMEM132A	0.9
TMEM132A	0.9
CX3CL1	0.681
